true_label,trust_selected_agent,trust_prediction,general_prediction,attack_recall_prediction,normal_behavior_prediction,hard_case_prediction,general_confidence,attack_recall_confidence,normal_behavior_confidence,hard_case_confidence,general_margin,attack_recall_margin,normal_behavior_margin,hard_case_margin,which_agents_correct,number_of_correct_agents,disagreement_count
0,Hard-Case Agent,1,0,0,0,1,0.7533136314663899,0.5443308171631587,0.6610197137956907,0.5648689277239076,0.5066272629327797,0.08866163432631735,0.3220394275913814,0.12973785544781524,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9984477224698197,0.9123866732829206,0.83002159358167,0.6862158821035722,0.9968954449396396,0.824773346565841,0.6600431871633401,0.3724317642071445,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7523383358085036,0.545116214234749,0.6587885618587835,0.6032667271245283,0.5046766716170072,0.09023242846949797,0.3175771237175671,0.20653345424905667,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6885769455970333,0.5744736864167908,0.6588132304391835,0.8388178485280733,0.3771538911940666,0.1489473728335815,0.317626460878367,0.6776356970561466,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,1,1,1,0.641504394898616,0.5744736864167908,0.78773609039242,0.8388178485280733,0.283008789797232,0.1489473728335815,0.57547218078484,0.6776356970561466,General Traffic Agent,1,2
0,Hard-Case Agent,1,0,1,0,1,0.996688802768125,0.5886200037332999,0.9398289364568705,0.6851955533714538,0.9933776055362501,0.17724000746659985,0.8796578729137409,0.37039110674290765,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7360969943787674,0.5440950270213702,0.722199134503252,0.6968667430676392,0.47219398875753493,0.0881900540427405,0.44439826900650403,0.39373348613527837,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.8057057101380951,0.551726698083422,0.709907353757457,0.5192087928164052,0.6114114202761902,0.10345339616684401,0.4198147075149139,0.03841758563281039,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6607189714337077,0.5846956522098563,0.6695102451997802,0.8366613721958335,0.32143794286741545,0.16939130441971262,0.3390204903995604,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7533926092285959,0.5446077081161622,0.6586579555151123,0.5376808807926159,0.5067852184571917,0.08921541623232443,0.3173159110302246,0.07536176158523178,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7544566548720516,0.5440839278474808,0.6585927881969603,0.6968667430676392,0.5089133097441032,0.08816785569496166,0.31718557639392064,0.39373348613527837,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9971712868975761,0.5468999446027113,0.9483437855270934,0.6809094997576288,0.9943425737951522,0.09379988920542259,0.8966875710541868,0.36181899951525753,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9971761303031637,0.5484334796238344,0.942712699304035,0.6776538891795284,0.9943522606063273,0.09686695924766875,0.8854253986080701,0.3553077783590568,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.7259917668986376,0.7990185914249933,0.6035271598230679,0.6929903935832699,0.4519835337972753,0.5980371828499866,0.20705431964613585,0.3859807871665397,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,1,1,0.6077865804693643,0.5435644626676824,0.8349151618954909,0.6895059315886025,0.21557316093872858,0.08712892533536487,0.6698303237909817,0.3790118631772049,"General Traffic Agent,Attack Recall Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7396157200626288,0.5435930154201314,0.7141895409095169,0.6988639886403727,0.47923144012525754,0.08718603084026277,0.42837908181903384,0.39772797728074527,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7530525870764724,0.5447467918272184,0.6588877051219212,0.584237447513562,0.5061051741529449,0.08949358365443683,0.31777541024384237,0.16847489502712398,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,1,1,0.713494245611191,0.5440571311724771,0.7869628785523576,0.7009555078250951,0.42698849122238214,0.08811426234495423,0.5739257571047152,0.40191101565019016,"General Traffic Agent,Attack Recall Agent",2,2
0,Hard-Case Agent,1,0,0,1,1,0.7138244596110745,0.5439945542799397,0.7876776832304025,0.7133166829256414,0.4276489192221491,0.0879891085598794,0.5753553664608051,0.42663336585128286,"General Traffic Agent,Attack Recall Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7530838474893224,0.5447697470225992,0.6585993517567694,0.5804159223723124,0.5061676949786448,0.08953949404519834,0.31719870351353885,0.16083184474462486,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.754441715184001,0.5441287885439918,0.6583133067761524,0.6968667430676392,0.5088834303680021,0.08825757708798365,0.3166266135523048,0.39373348613527837,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,1,1,0,1,0.5571014551950764,0.6638397300090579,0.6724834897960507,0.8512008203510513,0.11420291039015273,0.3276794600181159,0.3449669795921013,0.7024016407021025,Normal Behavior Agent,1,2
0,Hard-Case Agent,1,0,0,0,1,0.7553918897350704,0.5436140639005534,0.6585847859297673,0.6229132565015536,0.510783779470141,0.08722812780110689,0.31716957185953465,0.2458265130031072,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7532735470102365,0.5446439911923991,0.6588314103090431,0.5522346241001655,0.506547094020473,0.08928798238479829,0.31766282061808626,0.1044692482003311,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7538372588573441,0.5443706248213688,0.6587683948686199,0.5637598101573185,0.5076745177146882,0.08874124964273755,0.31753678973723987,0.12751962031463693,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7546074730670257,0.5440456742333312,0.6583133615799328,0.7009555078250951,0.5092149461340514,0.08809134846666233,0.3166267231598656,0.40191101565019016,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
1,General Traffic Agent,0,0,0,0,1,0.9999992721546259,0.9403357569084835,0.9999999999675178,0.5181252288341857,0.9999985443092517,0.880671513816967,0.9999999999350356,0.036250457668371316,Hard-Case Agent,1,2
0,Hard-Case Agent,1,0,0,0,1,0.9977655296834751,0.5461940907449707,0.9398285904308682,0.688470355328457,0.9955310593669503,0.09238818148994143,0.8796571808617364,0.37694071065691415,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.66326631612683,0.5846956522098563,0.6616860626671722,0.8366613721958335,0.32653263225366,0.16939130441971262,0.32337212533434445,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.8277021454769797,0.5093125914784664,0.5373403530210564,0.6805389701328628,0.6554042909539594,0.01862518295693283,0.07468070604211285,0.3610779402657256,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6641739006931711,0.5846956522118956,0.6588695396682773,0.8366613721958335,0.3283478013863421,0.16939130442379113,0.31773907933655465,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.9971419686077989,0.9732933502608937,0.6990383037926855,0.6698458087016887,0.9942839372155978,0.9465867005217874,0.3980766075853709,0.3396916174033774,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7521720106701267,0.5448993308366731,0.6610263509677927,0.5817717287519519,0.5043440213402535,0.08979866167334616,0.32205270193558544,0.16354345750390387,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,1,1,0,1,0.5521963559518529,0.6638397300090579,0.6588380033627795,0.8512008203510513,0.1043927119037058,0.3276794600181159,0.31767600672555907,0.7024016407021025,Normal Behavior Agent,1,2
0,Hard-Case Agent,1,0,0,0,1,0.8061661374377311,0.5223264567229594,0.6418413999255135,0.6389690702419923,0.6123322748754622,0.04465291344591882,0.28368279985102696,0.2779381404839846,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7505297483701701,0.5460976877052982,0.6581687827344186,0.6977936442973025,0.5010594967403401,0.09219537541059641,0.3163375654688372,0.395587288594605,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
1,General Traffic Agent,0,0,0,0,1,0.9999999999953819,0.9778453079381909,1.0,0.5452854807928762,0.9999999999907639,0.9556906158763818,1.0,0.0905709615857524,Hard-Case Agent,1,2
0,Hard-Case Agent,1,0,1,0,1,0.6402815787899949,0.5846956522098563,0.7278247589808221,0.5498518624562414,0.28056315757998973,0.16939130441971262,0.4556495179616442,0.0997037249124828,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.8275821758515464,0.5093140709478221,0.5366363335956152,0.6717872564030074,0.6551643517030927,0.018628141895644212,0.07327266719123049,0.3435745128060148,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,1,1,0,1,0.5526336643465766,0.6638397300090579,0.660064514808116,0.8512008203510513,0.10526732869315314,0.3276794600181159,0.320129029616232,0.7024016407021025,Normal Behavior Agent,1,2
0,Hard-Case Agent,1,0,1,0,1,0.6600049395184016,0.5846956522118956,0.6716818016003767,0.8366613721958335,0.3200098790368032,0.16939130442379113,0.34336360320075343,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,1,1,0.7764110071284905,0.5596350074614915,0.7673810546539663,0.5861658538756175,0.5528220142569811,0.11927001492298306,0.5347621093079327,0.17233170775123496,"General Traffic Agent,Attack Recall Agent",2,2
0,Hard-Case Agent,1,0,0,1,1,0.7892097154961776,0.5517259823044947,0.7714204653512973,0.5098506809142216,0.5784194309923552,0.1034519646089892,0.5428409307025945,0.019701361828443176,"General Traffic Agent,Attack Recall Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.9972517584019878,0.5438820134206581,0.9483353100378379,0.6985153079716,0.9945035168039754,0.08776402684131623,0.8966706200756758,0.3970306159431999,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6614133774272342,0.5846956522118956,0.6673892784884237,0.8366613721958335,0.3228267548544682,0.16939130442379113,0.33477855697684733,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
